,Bedroom,Bathroom,Den,Lat,Long,Price,Postal Code,Borough,Downtown Proximity,Borough Color
261,2,2.0,0,43.6410868,-79.3814048,2900.0,M5J,Downtown Toronto,0.10719503344976569,1
262,1,1.0,0,43.6418064,-79.3789807,1830.0,M5J,Downtown Toronto,0.10784362444687916,1
263,1,1.0,1,43.6426791,-79.3769938,2275.0,M5J,Downtown Toronto,0.10939575739747211,1
264,1,1.0,0,43.6419081,-79.38177979999998,2000.0,M5J,Downtown Toronto,0.09943799879540535,1
265,2,2.0,0,43.6410868,-79.3814048,2900.0,M5J,Downtown Toronto,0.10719503344976569,1
266,1,1.0,0,43.6410868,-79.3814048,2200.0,M5J,Downtown Toronto,0.10719503344976569,1
267,2,1.0,0,43.6408157,-79.38175229999997,1500.0,M5J,Downtown Toronto,0.10890133776018901,1
268,1,1.0,0,43.6410868,-79.3814048,2200.0,M5J,Downtown Toronto,0.10719503344976569,1
269,1,1.0,1,43.6418726,-79.3819064,2400.0,M5J,Downtown Toronto,0.09952149309435598,1
270,1,1.0,0,43.6410868,-79.3814048,2200.0,M5J,Downtown Toronto,0.10719503344976569,1
271,2,2.0,0,43.6410868,-79.3814048,2900.0,M5J,Downtown Toronto,0.10719503344976569,1
272,2,2.0,0,43.6410868,-79.3814048,2900.0,M5J,Downtown Toronto,0.10719503344976569,1
273,1,1.0,0,43.6418064,-79.3789807,1830.0,M5J,Downtown Toronto,0.10784362444687916,1
274,1,1.0,1,43.6426791,-79.3769938,2275.0,M5J,Downtown Toronto,0.10939575739747211,1
275,1,1.0,0,43.6419081,-79.38177979999998,2000.0,M5J,Downtown Toronto,0.09943799879540535,1
276,1,1.0,0,43.6410868,-79.3814048,2200.0,M5J,Downtown Toronto,0.10719503344976569,1
277,2,1.0,0,43.6408157,-79.38175229999997,1500.0,M5J,Downtown Toronto,0.10890133776018901,1
278,1,1.0,1,43.6418726,-79.3819064,2400.0,M5J,Downtown Toronto,0.09952149309435598,1
279,1,1.0,0,43.64005770000001,-79.379201,2800.0,M5J,Downtown Toronto,0.12138778414578626,1
280,2,2.0,0,43.6421671,-79.3819283,2800.0,M5J,Downtown Toronto,0.09694457003930304,1
281,1,1.0,0,43.6418064,-79.3789807,1830.0,M5J,Downtown Toronto,0.10784362444687916,1
282,1,1.0,1,43.6426791,-79.3769938,2275.0,M5J,Downtown Toronto,0.10939575739747211,1
283,1,1.0,0,43.6419081,-79.38177979999998,2000.0,M5J,Downtown Toronto,0.09943799879540535,1
284,2,1.0,0,43.6408157,-79.38175229999997,1500.0,M5J,Downtown Toronto,0.10890133776018901,1
285,1,1.0,0,43.6410868,-79.3814048,2200.0,M5J,Downtown Toronto,0.10719503344976569,1
286,1,1.0,1,43.6418726,-79.3819064,2400.0,M5J,Downtown Toronto,0.09952149309435598,1
287,2,2.0,0,43.6410868,-79.3814048,2900.0,M5J,Downtown Toronto,0.10719503344976569,1
288,1,1.0,0,43.64005770000001,-79.379201,2800.0,M5J,Downtown Toronto,0.12138778414578626,1
289,2,2.0,0,43.6456126,-79.38258540000002,3200.0,M5J,Downtown Toronto,0.06610626408632073,1
290,1,1.0,1,43.6418891,-79.3837936,2400.0,M5J,Downtown Toronto,0.09740709531752746,1
291,1,1.0,0,43.6417851,-79.3790058,2600.0,M5J,Downtown Toronto,0.10792673299173203,1
292,2,1.0,0,43.6416068,-79.3822802,1180.0,M5J,Downtown Toronto,0.10123636724332384,1
293,1,1.0,0,43.6415846,-79.3826205,2650.0,M5J,Downtown Toronto,0.10098657206361743,1
294,2,2.0,0,43.6410868,-79.3814048,2900.0,M5J,Downtown Toronto,0.10719503344976569,1
295,1,1.0,0,43.6410868,-79.3814048,2200.0,M5J,Downtown Toronto,0.10719503344976569,1
296,1,1.0,0,43.6419081,-79.38177979999998,2050.0,M5J,Downtown Toronto,0.09943799879540535,1
297,1,1.0,1,43.6406456,-79.380939,1830.0,M5J,Downtown Toronto,0.11192056876916148,1
298,1,1.0,0,43.64254620000001,-79.37726550000002,1600.0,M5J,Downtown Toronto,0.1091031607155085,1
299,1,1.0,0,43.6418726,-79.3819064,2450.0,M5J,Downtown Toronto,0.09952149309435598,1
300,1,1.0,0,43.64313660000001,-79.3805285,2200.0,M5J,Downtown Toronto,0.09196461947707865,1
301,2,2.0,0,43.642282,-79.38282650000002,3150.0,M5J,Downtown Toronto,0.09467135722542845,1
302,1,1.0,0,43.6426791,-79.3769938,1900.0,M5J,Downtown Toronto,0.10939575739747211,1
303,1,1.0,0,43.6418064,-79.3789807,2500.0,M5J,Downtown Toronto,0.10784362444687916,1
304,1,1.0,0,43.6397444,-79.3837757,2300.0,M5J,Downtown Toronto,0.11625625027987149,1
305,3,2.0,0,43.6415283,-79.3833016,4200.0,M5J,Downtown Toronto,0.10083672762166544,1
306,2,2.0,0,43.6421671,-79.3819283,2800.0,M5J,Downtown Toronto,0.09694457003930304,1
307,1,1.0,0,43.6418726,-79.3819064,2100.0,M5J,Downtown Toronto,0.09952149309435598,1
308,1,1.0,1,43.6415846,-79.3826205,2350.0,M5J,Downtown Toronto,0.10098657206361743,1
309,1,1.0,0,43.6418064,-79.3789807,2550.0,M5J,Downtown Toronto,0.10784362444687916,1
310,2,2.0,0,43.6415846,-79.3826205,3100.0,M5J,Downtown Toronto,0.10098657206361743,1
311,3,2.0,0,43.6419081,-79.38177979999998,3800.0,M5J,Downtown Toronto,0.09943799879540535,1
312,1,1.0,0,43.64002470000001,-79.3812245,2200.0,M5J,Downtown Toronto,0.11665468018624993,1
313,2,2.0,0,43.6406456,-79.380939,3200.0,M5J,Downtown Toronto,0.11192056876916148,1
314,1,1.0,1,43.6418726,-79.3819064,2300.0,M5J,Downtown Toronto,0.09952149309435598,1
315,2,2.0,0,43.6418064,-79.3789807,2950.0,M5J,Downtown Toronto,0.10784362444687916,1
316,1,1.0,0,43.6410868,-79.3814048,2150.0,M5J,Downtown Toronto,0.10719503344976569,1
317,1,1.0,1,43.6418064,-79.3789807,2600.0,M5J,Downtown Toronto,0.10784362444687916,1
318,1,1.0,0,43.6417851,-79.3790058,2300.0,M5J,Downtown Toronto,0.10792673299173203,1
319,1,1.0,0,43.6417851,-79.3790058,2550.0,M5J,Downtown Toronto,0.10792673299173203,1
320,1,1.0,0,43.6428849,-79.3806168,2300.0,M5J,Downtown Toronto,0.09380811330008314,1
321,2,2.0,0,43.642282,-79.38282650000002,3000.0,M5J,Downtown Toronto,0.09467135722542845,1
322,1,1.0,0,43.6455289,-79.3837757,1500.0,M5J,Downtown Toronto,0.06545317875598827,1
323,1,1.0,0,43.6419081,-79.38177979999998,2050.0,M5J,Downtown Toronto,0.09943799879540535,1
324,1,1.0,0,43.6418726,-79.3819064,3300.0,M5J,Downtown Toronto,0.09952149309435598,1
325,1,1.0,0,43.6418726,-79.3819064,3300.0,M5J,Downtown Toronto,0.09952149309435598,1
326,2,1.0,0,43.6419081,-79.38177979999998,2600.0,M5J,Downtown Toronto,0.09943799879540535,1
327,3,2.0,0,43.6419081,-79.38177979999998,4900.0,M5J,Downtown Toronto,0.09943799879540535,1
328,1,1.0,0,43.6415283,-79.3833016,2400.0,M5J,Downtown Toronto,0.10083672762166544,1
329,2,1.0,0,43.6417851,-79.3790058,2600.0,M5J,Downtown Toronto,0.10792673299173203,1
330,1,1.0,1,43.6417851,-79.3790058,2600.0,M5J,Downtown Toronto,0.10792673299173203,1
331,1,1.0,1,43.6410868,-79.3814048,2450.0,M5J,Downtown Toronto,0.10719503344976569,1
332,1,1.0,0,43.6397558,-79.3772708,2400.0,M5J,Downtown Toronto,0.13054906273827757,1
333,2,2.0,0,43.6410868,-79.3814048,3150.0,M5J,Downtown Toronto,0.10719503344976569,1
334,1,1.0,0,43.6418064,-79.3789807,2300.0,M5J,Downtown Toronto,0.10784362444687916,1
335,1,1.0,0,43.6418064,-79.3789807,1800.0,M5J,Downtown Toronto,0.10784362444687916,1
336,1,1.0,0,43.6465162,-79.3800596,1000.0,M5J,Downtown Toronto,0.06653628629983716,1
337,1,1.0,0,43.6428849,-79.3806168,2300.0,M5J,Downtown Toronto,0.09380811330008314,1
338,1,1.0,0,43.6406456,-79.380939,4000.0,M5J,Downtown Toronto,0.11192056876916148,1
339,2,1.5,0,43.6418726,-79.3819064,3200.0,M5J,Downtown Toronto,0.09952149309435598,1
340,1,1.0,0,43.6524873,-79.3896218,1800.0,M5T,Downtown Toronto,0.040129687659221314,1
341,1,1.0,0,43.6524873,-79.3896218,1800.0,M5T,Downtown Toronto,0.040129687659221314,1
342,1,1.0,0,43.6524873,-79.3896218,1800.0,M5T,Downtown Toronto,0.040129687659221314,1
343,1,1.0,0,43.6524873,-79.3896218,1800.0,M5T,Downtown Toronto,0.040129687659221314,1
344,1,1.0,0,43.6524873,-79.3896218,1800.0,M5T,Downtown Toronto,0.040129687659221314,1
345,1,1.0,0,43.6520426,-79.4022416,1300.0,M5T,Downtown Toronto,0.1503029076508213,1
346,1,1.0,0,43.6524873,-79.3896218,1800.0,M5T,Downtown Toronto,0.040129687659221314,1
347,1,1.0,0,43.6520426,-79.4022416,1300.0,M5T,Downtown Toronto,0.1503029076508213,1
348,1,1.0,0,43.65475770000001,-79.4008271,1750.0,M5T,Downtown Toronto,0.13720771927954695,1
349,1,1.0,0,43.6531643,-79.3900311,2480.0,M5T,Downtown Toronto,0.04251386357971912,1
350,1,1.0,0,43.6520426,-79.4022416,1300.0,M5T,Downtown Toronto,0.1503029076508213,1
351,1,1.0,0,43.6524873,-79.3896218,1800.0,M5T,Downtown Toronto,0.040129687659221314,1
352,1,1.0,0,43.65475770000001,-79.4008271,1750.0,M5T,Downtown Toronto,0.13720771927954695,1
353,1,1.0,0,43.6531643,-79.3900311,2099.0,M5T,Downtown Toronto,0.04251386357971912,1
354,1,1.0,0,43.6531643,-79.3900311,2480.0,M5T,Downtown Toronto,0.04251386357971912,1
355,1,1.0,1,43.6524331,-79.3888604,2400.0,M5T,Downtown Toronto,0.03384038793659774,1
356,1,1.0,1,43.6524331,-79.3888604,2545.0,M5T,Downtown Toronto,0.03384038793659774,1
357,1,1.0,0,43.6515793,-79.39008000000003,3750.0,M5T,Downtown Toronto,0.04648695203847528,1
358,1,1.0,0,43.6515793,-79.39008000000003,2500.0,M5T,Downtown Toronto,0.04648695203847528,1
359,1,1.0,0,43.651955,-79.38964770000003,2000.0,M5T,Downtown Toronto,0.04175458501917591,1
360,1,1.0,0,43.6569138,-79.3945078,1200.0,M5T,Downtown Toronto,0.08526103944201321,1
361,1,1.0,0,43.6544346,-79.3905934,2400.0,M5T,Downtown Toronto,0.04722907032661075,1
362,1,1.0,0,43.6575473,-79.40146429999999,2050.0,M5T,Downtown Toronto,0.14597212510257146,1
363,1,1.0,0,43.6554292,-79.4040073,1050.0,M5T,Downtown Toronto,0.1654930972402792,1
364,2,1.0,0,43.6525195,-79.3890778,3700.0,M5T,Downtown Toronto,0.03544555004288062,1
365,1,1.0,0,43.6554292,-79.4040073,1050.0,M5T,Downtown Toronto,0.1654930972402792,1
366,1,1.0,0,43.6348903,-79.4346541,1729.0,M6K,West Toronto,0.46496061751351336,3
367,2,1.0,0,43.6371527,-79.4270923,2230.0,M6K,West Toronto,0.39576255230074603,3
368,1,1.0,0,43.6371527,-79.4270923,1475.0,M6K,West Toronto,0.39576255230074603,3
369,1,1.0,0,43.6371527,-79.4270923,1755.0,M6K,West Toronto,0.39576255230074603,3
370,2,1.0,0,43.6488578,-79.4330072,1300.0,M6K,West Toronto,0.42225543381194863,3
371,2,1.0,0,43.6403508,-79.42752159999998,2574.0,M6K,West Toronto,0.3899812118362307,3
372,2,1.0,0,43.6403508,-79.42752159999998,2591.0,M6K,West Toronto,0.3899812118362307,3
373,1,1.0,0,43.64084550000001,-79.4143193,2180.0,M6K,West Toronto,0.27954678414333256,3
374,2,1.0,0,43.6371527,-79.4270923,2230.0,M6K,West Toronto,0.39576255230074603,3
375,1,1.0,0,43.6371527,-79.4270923,1475.0,M6K,West Toronto,0.39576255230074603,3
376,1,1.0,0,43.6371527,-79.4270923,1755.0,M6K,West Toronto,0.39576255230074603,3
377,2,1.0,0,43.6488578,-79.4330072,1300.0,M6K,West Toronto,0.42225543381194863,3
378,2,1.0,0,43.6403508,-79.42752159999998,2574.0,M6K,West Toronto,0.3899812118362307,3
379,2,1.0,0,43.6403508,-79.42752159999998,2591.0,M6K,West Toronto,0.3899812118362307,3
380,1,1.0,0,43.64084550000001,-79.4143193,2180.0,M6K,West Toronto,0.27954678414333256,3
381,1,1.0,0,43.6387003,-79.4121833,2200.0,M6K,West Toronto,0.27095148092779386,3
382,2,1.0,0,43.6488578,-79.4330072,1300.0,M6K,West Toronto,0.42225543381194863,3
383,2,1.0,0,43.6403508,-79.42752159999998,2574.0,M6K,West Toronto,0.3899812118362307,3
384,2,1.0,0,43.6403508,-79.42752159999998,2591.0,M6K,West Toronto,0.3899812118362307,3
385,1,1.0,0,43.64084550000001,-79.4143193,2180.0,M6K,West Toronto,0.27954678414333256,3
386,1,1.0,0,43.6387003,-79.4121833,2200.0,M6K,West Toronto,0.27095148092779386,3
387,1,1.0,0,43.63982539999999,-79.4122306,2250.0,M6K,West Toronto,0.266724339028801,3
388,1,1.0,1,43.64027720000001,-79.4241261,2200.0,M6K,West Toronto,0.3618111916981189,3
389,2,1.0,0,43.6343542,-79.4352696,1779.0,M6K,West Toronto,0.4716951805254496,3
390,1,1.0,0,43.63828839999999,-79.4360532,1929.0,M6K,West Toronto,0.46701226393814466,3
391,2,2.0,0,43.6356261,-79.4268735,2800.0,M6K,West Toronto,0.3990781932037774,3
392,1,1.0,1,43.64027720000001,-79.4241261,2200.0,M6K,West Toronto,0.3618111916981189,3
393,1,1.0,0,43.6398173,-79.43737970000002,1849.0,M6K,West Toronto,0.474567655043666,3
394,1,1.0,0,43.6391261,-79.41922209999998,1900.0,M6K,West Toronto,0.3251236291028393,3
395,1,1.0,0,43.6383068,-79.4147858,2100.0,M6K,West Toronto,0.2928019155346458,3
396,2,1.0,0,43.6474943,-79.43599499999998,2750.0,M6K,West Toronto,0.4497146150645289,3
397,1,1.0,0,43.6398173,-79.43737970000002,1449.0,M6K,West Toronto,0.474567655043666,3
398,2,2.0,0,43.6367119,-79.4206384,2000.0,M6K,West Toronto,0.34517017929527577,3
399,3,1.0,0,43.6403508,-79.42752159999998,2707.0,M6K,West Toronto,0.3899812118362307,3
400,2,1.0,0,43.6383993,-79.41444820000002,2699.0,M6K,West Toronto,0.2897895676752019,3
401,2,2.0,0,43.6365382,-79.41931,2000.0,M6K,West Toronto,0.33532459783718827,3
402,1,1.0,0,43.6359631,-79.43574890000002,1595.0,M6K,West Toronto,0.47078962093307886,3
403,1,1.0,1,43.641579,-79.4159028,2350.0,M6K,West Toronto,0.28996166733422446,3
404,2,2.0,0,43.6374534,-79.41838659999998,2500.0,M6K,West Toronto,0.3244948997560196,3
405,1,1.0,0,43.6387639,-79.4162418,2200.0,M6K,West Toronto,0.3025105658750713,3
406,1,1.0,0,43.6396381,-79.41310370000002,1700.0,M6K,West Toronto,0.27432766837395606,3
407,1,1.0,0,43.6684679,-79.37483359999997,1750.0,M4X,Downtown Toronto,0.1443032746053573,1
408,2,1.0,0,43.6684679,-79.37483359999997,2000.0,M4X,Downtown Toronto,0.1443032746053573,1
409,1,1.0,0,43.66405570000001,-79.3737903,1785.0,M4X,Downtown Toronto,0.12004715918483973,1
410,1,1.0,0,43.66405570000001,-79.3737903,1535.0,M4X,Downtown Toronto,0.12004715918483973,1
411,1,1.0,0,43.6701586,-79.3756379,1700.0,M4X,Downtown Toronto,0.1535251946594932,1
412,1,1.0,0,43.6684679,-79.37483359999997,1400.0,M4X,Downtown Toronto,0.1443032746053573,1
413,1,1.0,0,43.6684679,-79.37483359999997,1700.0,M4X,Downtown Toronto,0.1443032746053573,1
414,1,1.0,0,43.66405570000001,-79.3737903,1785.0,M4X,Downtown Toronto,0.12004715918483973,1
415,1,1.0,0,43.66405570000001,-79.3737903,1535.0,M4X,Downtown Toronto,0.12004715918483973,1
416,1,1.0,0,43.6701586,-79.3756379,1700.0,M4X,Downtown Toronto,0.1535251946594932,1
417,1,1.0,0,43.6684679,-79.37483359999997,1400.0,M4X,Downtown Toronto,0.1443032746053573,1
418,1,1.0,0,43.6684679,-79.37483359999997,1700.0,M4X,Downtown Toronto,0.1443032746053573,1
419,2,2.0,0,43.66914570000001,-79.3759018,2000.0,M4X,Downtown Toronto,0.14458881816568023,1
420,1,1.0,0,43.66914570000001,-79.3759018,1650.0,M4X,Downtown Toronto,0.14458881816568023,1
421,1,1.0,0,43.66914570000001,-79.3759018,1550.0,M4X,Downtown Toronto,0.14458881816568023,1
422,1,1.0,0,43.6701586,-79.3756379,1700.0,M4X,Downtown Toronto,0.1535251946594932,1
423,1,1.0,0,43.6684679,-79.37483359999997,1400.0,M4X,Downtown Toronto,0.1443032746053573,1
424,1,1.0,0,43.6684679,-79.37483359999997,1700.0,M4X,Downtown Toronto,0.1443032746053573,1
425,1,1.0,0,43.6679021,-79.3756819,2600.0,M4X,Downtown Toronto,0.13611153906402115,1
426,1,1.0,0,43.6701586,-79.3756379,1450.0,M4X,Downtown Toronto,0.1535251946594932,1
427,3,3.0,0,43.6715933,-79.37508340000002,4500.0,M4X,Downtown Toronto,0.1669585493627164,1
428,1,1.0,0,43.6658208,-79.36988079999998,2100.0,M4X,Downtown Toronto,0.15604461196039557,1
429,1,1.0,0,43.6720333,-79.370728,2800.0,M4X,Downtown Toronto,0.19069551855648254,1
430,1,1.0,0,43.6699315,-79.3754627,2150.0,M4X,Downtown Toronto,0.1525033562356385,1
431,1,1.0,0,43.66472329999999,-79.38408359999998,2200.0,M4Y,Downtown Toronto,0.08675105959799165,1
432,1,1.0,0,43.670878,-79.3766958,1950.0,M4Y,Downtown Toronto,0.1551184783263256,1
433,1,1.0,0,43.6645808,-79.38229559999998,1815.0,M4Y,Downtown Toronto,0.08710952929107181,1
434,1,1.0,0,43.6655881,-79.383028,2000.0,M4Y,Downtown Toronto,0.09493755572374547,1
435,2,2.0,0,43.6655881,-79.383028,3700.0,M4Y,Downtown Toronto,0.09493755572374547,1
436,1,1.0,0,43.6695496,-79.3837757,2000.0,M4Y,Downtown Toronto,0.12924374691254145,1
437,2,2.0,0,43.6667515,-79.37623549999998,4100.0,M4Y,Downtown Toronto,0.12494950617350005,1
438,1,1.0,0,43.66945070000001,-79.38747049999998,2550.0,M4Y,Downtown Toronto,0.13112554442287727,1
439,1,1.0,0,43.670878,-79.3766958,1950.0,M4Y,Downtown Toronto,0.1551184783263256,1
440,1,1.0,0,43.6645808,-79.38229559999998,1815.0,M4Y,Downtown Toronto,0.08710952929107181,1
441,1,1.0,0,43.6655881,-79.383028,2000.0,M4Y,Downtown Toronto,0.09493755572374547,1
442,2,2.0,0,43.6655881,-79.383028,3700.0,M4Y,Downtown Toronto,0.09493755572374547,1
443,1,1.0,0,43.6695496,-79.3837757,2000.0,M4Y,Downtown Toronto,0.12924374691254145,1
444,2,2.0,0,43.6667515,-79.37623549999998,4100.0,M4Y,Downtown Toronto,0.12494950617350005,1
445,1,1.0,0,43.66945070000001,-79.38747049999998,2550.0,M4Y,Downtown Toronto,0.13112554442287727,1
446,2,2.0,0,43.6695928,-79.3805797,3575.0,M4Y,Downtown Toronto,0.13336048036878967,1
447,1,1.0,0,43.6660964,-79.3873217,2400.0,M4Y,Downtown Toronto,0.1020653200950871,1
448,1,1.0,1,43.6618956,-79.3857479,2500.0,M4Y,Downtown Toronto,0.06302615474875649,1
449,1,1.0,0,43.6655881,-79.383028,2000.0,M4Y,Downtown Toronto,0.09493755572374547,1
450,2,2.0,0,43.6655881,-79.383028,3700.0,M4Y,Downtown Toronto,0.09493755572374547,1
451,1,1.0,0,43.66484370000001,-79.3859297,2500.0,M4Y,Downtown Toronto,0.08886279085390152,1
452,1,1.0,0,43.6695496,-79.3837757,2000.0,M4Y,Downtown Toronto,0.12924374691254145,1
453,1,1.0,0,43.66945070000001,-79.38747049999998,2550.0,M4Y,Downtown Toronto,0.13112554442287727,1
454,2,2.0,0,43.6652335,-79.3842932,3300.0,M4Y,Downtown Toronto,0.09121917902899301,1
455,2,2.0,0,43.6695928,-79.3805797,3575.0,M4Y,Downtown Toronto,0.13336048036878967,1
456,1,1.0,0,43.6660964,-79.3873217,2400.0,M4Y,Downtown Toronto,0.1020653200950871,1
457,1,1.0,1,43.6618956,-79.3857479,2500.0,M4Y,Downtown Toronto,0.06302615474875649,1
458,2,1.0,0,43.6644404,-79.37498190000002,2100.0,M4Y,Downtown Toronto,0.11524493703421153,1
459,1,1.0,0,43.6676701,-79.389445,2410.0,M4Y,Downtown Toronto,0.12084420664128072,1
460,2,1.0,0,43.6676701,-79.389445,2915.0,M4Y,Downtown Toronto,0.12084420664128072,1
461,1,1.0,0,43.6676701,-79.389445,2035.0,M4Y,Downtown Toronto,0.12084420664128072,1
462,2,2.0,0,43.6652335,-79.3842932,3300.0,M4Y,Downtown Toronto,0.09121917902899301,1
463,1,1.0,0,43.6683764,-79.3806431,1750.0,M4Y,Downtown Toronto,0.12283859894141648,1
464,2,2.0,0,43.6651058,-79.37690090000002,3200.0,M4Y,Downtown Toronto,0.10961461601096009,1
465,1,1.0,0,43.6665599,-79.3791219,1795.0,M4Y,Downtown Toronto,0.11181456113854225,1
466,1,1.0,0,43.66484370000001,-79.3859297,2500.0,M4Y,Downtown Toronto,0.08886279085390152,1
467,1,1.0,0,43.6673847,-79.3826756,1568.0,M4Y,Downtown Toronto,0.11098395189729288,1
468,1,1.0,0,43.6616824,-79.3833791,2200.0,M4Y,Downtown Toronto,0.06046675180542918,1
469,1,1.0,0,43.6691531,-79.3873723,2050.0,M4Y,Downtown Toronto,0.12838935588079498,1
470,1,1.0,0,43.6687998,-79.3759678,1600.0,M4Y,Downtown Toronto,0.14164786394595041,1
471,1,1.0,0,43.66703,-79.37638620000001,2300.0,M4Y,Downtown Toronto,0.12634144787542842,1
472,1,1.0,0,43.6692283,-79.37994880000002,1480.0,M4Y,Downtown Toronto,0.1316542922073067,1
473,1,1.0,0,43.6655881,-79.383028,2100.0,M4Y,Downtown Toronto,0.09493755572374547,1
474,1,1.0,0,43.6655881,-79.383028,2100.0,M4Y,Downtown Toronto,0.09493755572374547,1
475,1,1.0,0,43.6676141,-79.38645890000002,2500.0,M4Y,Downtown Toronto,0.11364605003762292,1
476,1,1.0,0,43.6678174,-79.3831111,1750.0,M4Y,Downtown Toronto,0.11437887155318639,1
477,2,1.0,0,43.6678174,-79.3831111,2850.0,M4Y,Downtown Toronto,0.11437887155318639,1
478,1,1.0,0,43.6693009,-79.3841709,2400.0,M4Y,Downtown Toronto,0.126986114697448,1
479,1,1.0,0,43.6652335,-79.3842932,99.0,M4Y,Downtown Toronto,0.09121917902899301,1
480,1,1.0,0,43.6687589,-79.3812685,1850.0,M4Y,Downtown Toronto,0.12489673298340663,1
481,1,1.0,0,43.6659283,-79.383465,2100.0,M4Y,Downtown Toronto,0.09757866492840449,1
482,1,1.0,0,43.6695928,-79.3805797,1850.0,M4Y,Downtown Toronto,0.13336048036878967,1
483,2,2.0,0,43.6695928,-79.3805797,3100.0,M4Y,Downtown Toronto,0.13336048036878967,1
484,1,1.0,0,43.6658263,-79.38399390000002,1860.0,M4Y,Downtown Toronto,0.09646437612165809,1
485,1,1.0,0,43.6683764,-79.3806431,1900.0,M4Y,Downtown Toronto,0.12283859894141648,1
486,1,1.0,1,43.6659283,-79.383465,2680.0,M4Y,Downtown Toronto,0.09757866492840449,1
487,1,1.0,0,43.6641794,-79.37550590000002,1700.0,M4Y,Downtown Toronto,0.11048976420024889,1
488,2,2.0,0,43.6657528,-79.3855792,3200.0,M4Y,Downtown Toronto,0.09639733870300342,1
489,1,1.0,0,43.6676141,-79.38645890000002,2500.0,M4Y,Downtown Toronto,0.11364605003762292,1
490,2,1.0,0,43.6667515,-79.37623549999998,2699.0,M4Y,Downtown Toronto,0.12494950617350005,1
491,2,2.0,0,43.66523400000001,-79.3839957,3300.0,M4Y,Downtown Toronto,0.09125787744342868,1
492,1,1.0,0,43.6676141,-79.38645890000002,2099.0,M4Y,Downtown Toronto,0.11364605003762292,1
493,1,1.0,0,43.6655881,-79.383028,2200.0,M4Y,Downtown Toronto,0.09493755572374547,1
494,1,1.0,0,43.6655881,-79.383028,1850.0,M4Y,Downtown Toronto,0.09493755572374547,1
495,1,1.0,0,43.6635722,-79.3819958,1725.0,M4Y,Downtown Toronto,0.07897976154013289,1
496,1,1.0,0,43.6701358,-79.37871080000002,1200.0,M4Y,Downtown Toronto,0.14252855146194018,1
497,1,1.0,0,43.6691213,-79.3847434,1500.0,M4Y,Downtown Toronto,0.1254613296810671,1
498,1,1.0,0,43.6567414,-79.3699948,1799.0,M5A,Downtown Toronto,0.1198013328341888,1
499,1,1.0,0,43.6567414,-79.3699948,1899.0,M5A,Downtown Toronto,0.1198013328341888,1
500,1,1.0,0,43.6450775,-79.3643417,2450.0,M5A,Downtown Toronto,0.18347605475091716,1
501,1,1.0,0,43.65221029999999,-79.3707988,2200.0,M5A,Downtown Toronto,0.11122280447618288,1
502,2,2.0,0,43.6551919,-79.3539119,2999.0,M5A,Downtown Toronto,0.2590042619495408,1
503,1,1.0,1,43.65598789999999,-79.35887690000001,3200.0,M5A,Downtown Toronto,0.21585802185564526,1
504,1,1.0,0,43.653075,-79.37017900000002,2000.0,M5A,Downtown Toronto,0.11595305479213015,1
505,1,1.0,0,43.6450775,-79.3643417,2450.0,M5A,Downtown Toronto,0.18347605475091716,1
506,1,1.0,0,43.65221029999999,-79.3707988,2200.0,M5A,Downtown Toronto,0.11122280447618288,1
507,2,2.0,0,43.6551919,-79.3539119,2999.0,M5A,Downtown Toronto,0.2590042619495408,1
508,1,1.0,1,43.65598789999999,-79.35887690000001,3200.0,M5A,Downtown Toronto,0.21585802185564526,1
509,1,1.0,0,43.653075,-79.37017900000002,2000.0,M5A,Downtown Toronto,0.11595305479213015,1
510,1,1.0,0,43.653978,-79.3541341,1900.0,M5A,Downtown Toronto,0.25681285618511307,1
511,2,1.0,0,43.6519582,-79.3688547,2550.0,M5A,Downtown Toronto,0.12845934363784317,1
512,1,1.0,1,43.658981,-79.36291899999998,2099.0,M5A,Downtown Toronto,0.1847915610623219,1
513,1,1.0,1,43.6525764,-79.36706590000001,2350.0,M5A,Downtown Toronto,0.14356091502954993,1
514,1,1.0,1,43.6525764,-79.36706590000001,2350.0,M5A,Downtown Toronto,0.14356091502954993,1
515,1,1.0,0,43.6450775,-79.3643417,2450.0,M5A,Downtown Toronto,0.18347605475091716,1
516,1,1.0,0,43.65221029999999,-79.3707988,2200.0,M5A,Downtown Toronto,0.11122280447618288,1
517,2,2.0,0,43.6551919,-79.3539119,2999.0,M5A,Downtown Toronto,0.2590042619495408,1
518,1,1.0,1,43.65598789999999,-79.35887690000001,3200.0,M5A,Downtown Toronto,0.21585802185564526,1
519,1,1.0,0,43.653075,-79.37017900000002,2000.0,M5A,Downtown Toronto,0.11595305479213015,1
520,1,1.0,0,43.653978,-79.3541341,1900.0,M5A,Downtown Toronto,0.25681285618511307,1
521,2,1.0,0,43.6519582,-79.3688547,2550.0,M5A,Downtown Toronto,0.12845934363784317,1
522,1,1.0,1,43.658981,-79.36291899999998,2099.0,M5A,Downtown Toronto,0.1847915610623219,1
523,1,1.0,1,43.6525764,-79.36706590000001,2350.0,M5A,Downtown Toronto,0.14356091502954993,1
524,1,1.0,0,43.6551919,-79.3539119,2200.0,M5A,Downtown Toronto,0.2590042619495408,1
525,1,1.0,0,43.6527574,-79.3665108,2450.0,M5A,Downtown Toronto,0.1483167727814142,1
