,Bedroom,Bathroom,Den,Address,Lat,Long,Price
847,1,1.0,1,M5V,43.647870000000005,-79.391138,3300.0
848,1,1.0,1,L6G,43.851408899999996,-79.3256954,1800.0
849,2,1.0,0,L1H,43.885455,-78.8354375,1000.0
850,1,1.0,0,M5E,43.644408399999996,-79.37656170000001,2200.0
851,1,1.0,1,M5E,43.6485726,-79.37627540000001,2450.0
852,3,1.0,0,L7R,43.336221,-79.78690040000001,2349.0
853,1,1.0,0,M5J,43.6428849,-79.3806168,2300.0
854,2,2.0,0,M5J,43.642282,-79.38282650000001,3000.0
855,2,2.0,0,L3R,43.85631,-79.3286298,2500.0
856,1,1.0,0,M5J,43.6455289,-79.3837757,1500.0
857,1,1.0,0,M5J,43.6419081,-79.38177979999999,2050.0
858,2,2.0,0,M5V,43.643987700000004,-79.4014038,2800.0
859,3,2.5,0,K9A,43.965672999999995,-78.1577347,1800.0
860,1,1.0,0,K9A,43.958753,-78.1772499,1050.0
861,2,2.0,0,L6J,43.4497718,-79.6652527,2200.0
862,1,1.0,0,K0K,44.0060219,-77.88815240000001,1000.0
863,1,1.0,0,M4Y,43.6658263,-79.38399390000001,1860.0
864,1,1.0,1,M5V,43.6469441,-79.3923973,2350.0
865,3,2.0,0,l6x,43.6848515,-79.77555770000001,1900.0
866,2,3.0,0,400,43.6546239,-79.3790756,2800.0
867,1,1.0,0,M5V,43.64595429999999,-79.4039853,1800.0
868,3,1.0,0,M5B,43.6606054,-79.37863540000001,3200.0
869,2,1.0,0,M5V,43.6400685,-79.39996040000001,2800.0
870,1,1.0,0,M5V,43.645050299999994,-79.39134109999999,3000.0
871,1,1.0,0,M4Y,43.6683764,-79.3806431,1900.0
872,1,1.0,0,L7R,43.3277142,-79.78896429999999,1425.0
873,2,1.0,0,M5H,43.6525485,-79.38351180000001,2200.0
874,1,1.0,0,M6h,43.659192499999996,-79.4308293,1650.0
875,1,1.0,0,M5N,43.717321000000005,-79.42485,900.0
876,1,1.0,0,M8V,43.6249946,-79.4790453,2200.0
877,1,1.0,1,M6K,43.641579,-79.4159028,2350.0
878,1,1.0,0,M5V,43.64393870000001,-79.4014775,1900.0
879,1,1.0,1,M5V,43.6469441,-79.3923973,2400.0
880,1,1.0,0,M5V,43.6402232,-79.395951,2200.0
881,1,1.0,0,L4C,43.8751012,-79.4377534,1300.0
882,2,2.0,0,M5V,43.6404783,-79.3949699,3130.0
883,1,1.0,0,L6a,43.653226000000004,-79.3831843,2000.0
884,1,1.0,0,M5V,43.6475126,-79.3927022,3750.0
885,2,2.0,0,M6K,43.6374534,-79.41838659999999,2500.0
886,1,1.0,0,M5A,43.6525889,-79.36771929999999,1500.0
887,1,1.0,0,M5A,43.6525889,-79.36771929999999,1600.0
888,1,1.0,0,L6X,43.683063,-79.771759,1025.0
889,1,1.0,1,M5V,43.6404402,-79.3918535,2550.0
890,1,1.0,0,M5J,43.6418726,-79.3819064,3300.0
891,1,1.0,0,M4X,43.6701586,-79.3756379,1450.0
892,1,1.0,0,M5J,43.6418726,-79.3819064,3300.0
893,1,1.0,1,M4Y,43.6659283,-79.383465,2680.0
894,1,1.0,1,M5A,43.652499299999995,-79.36696090000001,2300.0
895,2,1.0,0,M5J,43.6419081,-79.38177979999999,2600.0
896,1,1.0,0,M8V,43.5971347,-79.52328320000001,1000.0
897,1,1.0,1,M5A,43.6527574,-79.3665108,2300.0
898,2,1.0,0,M5V,43.6430555,-79.3961791,1700.0
899,2,2.0,0,M5V,43.6363456,-79.404535,2800.0
900,1,1.0,1,M8V,43.62382120000001,-79.47872790000001,2100.0
901,1,1.0,0,M5v,43.640526,-79.3949037,1600.0
902,3,3.0,0,M4X,43.6715933,-79.37508340000001,4500.0
903,1,1.0,0,M5T,43.6569138,-79.3945078,1200.0
904,2,1.0,0,l6x,43.6848515,-79.77555770000001,1450.0
905,1,1.0,0,M5V,43.643845899999995,-79.391824,2400.0
906,1,1.0,0,L3P,43.8777664,-79.26246979999999,1750.0
907,1,2.0,1,M5A,43.653978,-79.3541341,2350.0
908,3,1.5,0,L7S,43.320557,-79.803979,1850.0
909,1,1.0,0,M4Y,43.6641794,-79.37550590000001,1700.0
910,1,1.0,0,M5V,43.643845899999995,-79.391824,2400.0
911,1,1.5,1,M5V,43.6449299,-79.3921465,2650.0
912,2,1.0,0,M5B,43.66053970000001,-79.37866170000001,2700.0
913,1,1.0,0,M5R,43.675507200000006,-79.41500090000001,1100.0
914,1,1.0,0,M5A,43.659217600000005,-79.35579609999999,1600.0
915,2,2.0,0,M4Y,43.6657528,-79.3855792,3200.0
916,3,1.0,0,L1G,43.899780299999996,-78.86306359999999,1650.0
918,1,1.0,0,M5V,43.6410109,-79.4012807,2100.0
919,2,1.0,0,m5a,43.653226000000004,-79.3831843,2000.0
920,2,2.0,0,M2K,43.765860499999995,-79.3855003,2600.0
921,1,1.0,0,M5V,43.6407261,-79.3955671,1950.0
923,1,1.0,0,M6J,43.641596500000006,-79.4234431,850.0
924,1,1.0,0,M4W,43.679042700000004,-79.37653459999999,2350.0
925,1,1.0,0,M4Y,43.6676141,-79.38645890000001,2500.0
926,2,1.0,0,L1J,43.8791605,-78.86024880000001,1295.0
927,1,1.0,0,M6H,43.662091,-79.4332913,935.0
928,1,1.0,0,M6K,43.638763899999994,-79.4162418,2200.0
929,3,2.0,0,M1L,43.7038237,-79.2717186,1700.0
930,1,1.0,1,M5A,43.65739179999999,-79.37031490000001,1650.0
931,1,1.0,0,M5V,43.6489727,-79.3872946,2100.0
932,2,2.0,0,,43.6572984,-79.3843645,1500.0
933,1,1.0,0,M5B,43.659534,-79.3773535,2000.0
934,1,1.0,0,L3T,43.8415157,-79.3928791,1700.0
935,2,1.5,0,M5G,43.6568825,-79.3835616,3000.0
936,1,1.0,1,M5H,43.6488576,-79.3781453,2750.0
937,2,2.0,0,M5V,43.64618839999999,-79.3972358,3950.0
938,1,1.0,0,M5H,43.64894,-79.378086,2390.0
939,1,1.0,0,M6H,43.662091,-79.4332913,935.0
940,1,1.0,0,M5V,43.6489727,-79.3872946,2150.0
941,3,2.0,0,M5J,43.6419081,-79.38177979999999,4900.0
943,1,1.0,0,M5R,43.6709659,-79.3905934,3620.0
944,1,1.0,0,M6H,43.6672287,-79.4375116,1600.0
945,1,1.0,0,M8X,43.64717460000001,-79.5202966,1950.0
946,2,2.0,0,M5A,43.653978,-79.3541341,2800.0
947,1,1.0,0,M5E,43.6494165,-79.3745473,1900.0
948,1,1.0,1,L6X,43.6852857,-79.7614922,1900.0
949,1,1.0,0,M5B,43.65470379999999,-79.3789125,1980.0
950,1,1.0,0,M5B,43.6578373,-79.38060870000001,800.0
951,1,1.0,0,M6H,43.66945689999999,-79.432457,1509.0
953,1,1.0,0,M5V,43.647225899999995,-79.3911003,2500.0
954,1,1.0,0,M5V,43.647870000000005,-79.391138,2200.0
955,1,1.0,0,M6K,43.6396381,-79.41310370000001,1700.0
956,2,1.0,0,L7S,43.3267271,-79.8021823,2500.0
957,1,2.0,1,M5A,43.6598236,-79.36272729999999,2475.0
958,1,1.0,0,M5J,43.6415283,-79.3833016,2400.0
959,1,1.0,0,M4B,43.7093349,-79.34166379999999,1200.0
960,1,1.0,0,M5H,43.648742299999995,-79.37849720000001,1600.0
961,3,2.0,0,L4K,43.795462,-79.521097,2000.0
962,2,2.0,0,M5V,43.6387842,-79.3988635,3200.0
963,2,1.0,0,M4Y,43.666751500000004,-79.37623549999999,2699.0
964,2,1.0,0,M9C,43.6092724,-79.557008,2300.0
965,1,1.0,0,M5R,43.673962200000005,-79.40163249999999,1800.0
966,1,1.0,0,M5B,43.6546239,-79.3790756,2250.0
967,2,2.0,0,M5S,43.6669805,-79.38888890000001,3500.0
968,2,1.0,0,M5J,43.6417851,-79.3790058,2600.0
969,1,1.0,1,M5J,43.6417851,-79.3790058,2600.0
970,1,1.0,0,M2N,43.769790500000006,-79.4160562,1700.0
971,2,2.0,0,M4Y,43.665234000000005,-79.3839957,3300.0
972,1,1.0,0,M5G,43.6565308,-79.38600490000002,1550.0
973,1,2.0,1,M8V,43.627447100000005,-79.4783741,99.0
974,1,1.0,0,M5T,43.6544346,-79.3905934,2400.0
975,2,2.0,0,L6G,43.84968,-79.3284796,2300.0
976,1,1.0,0,L7S,43.3267271,-79.8021823,1475.0
977,1,1.0,1,M5V,43.6409179,-79.3939821,2200.0
978,1,1.0,0,M2M,43.7959865,-79.4158363,1600.0
979,3,1.0,0,L1H,43.8884619,-78.955097,1550.0
980,1,1.0,0,M4Y,43.6676141,-79.38645890000001,2099.0
981,1,1.0,1,,43.8561002,-79.3370188,2000.0
982,1,1.0,0,L3R,43.8569862,-79.324551,1900.0
983,1,1.0,1,l1w,43.8275826,-79.0913806,1700.0
984,1,1.0,0,M5V,43.6397355,-79.3904175,2200.0
986,2,2.0,0,M5V,43.6460058,-79.38990849999999,3050.0
987,2,1.5,0,M5V,43.6476349,-79.39248359999999,1200.0
988,1,1.0,0,m4b,43.70519,-79.3238468,700.0
989,1,1.0,1,M5J,43.6410868,-79.3814048,2450.0
990,1,1.0,1,M5V,43.6469441,-79.3923973,2250.0
991,1,1.0,0,M5a,43.65739179999999,-79.37031490000001,1500.0
992,1,1.0,0,M6N,43.6774284,-79.45790720000001,1000.0
993,1,1.0,0,M5T,43.6575473,-79.40146429999999,2050.0
994,1,1.0,0,M5J,43.639755799999996,-79.3772708,2400.0
995,1,1.0,0,4kM,43.6409127,-79.3939235,1900.0
996,1,1.0,1,M5V,43.6469441,-79.3923973,2250.0
997,2,2.0,0,M5E,43.6459244,-79.37532990000001,1500.0
998,1,1.0,0,M5V,43.63859229999999,-79.40099479999999,1900.0
999,1,1.0,0,M5B,43.6546239,-79.3790756,2250.0
1000,2,2.0,0,M5A,43.6551919,-79.3539119,3000.0
1001,1,2.0,0,253,43.6577965,-79.39896490000001,1850.0
1002,1,1.0,0,M5A,43.6527574,-79.3665108,2050.0
1003,1,1.0,0,M5S,43.6626956,-79.4000493,1000.0
1004,1,1.0,0,M5V,43.6385213,-79.39946379999999,2450.0
1005,1,1.0,1,M5V,43.6465174,-79.3872066,3600.0
1006,1,1.0,0,M5V,43.6490235,-79.3884001,2200.0
1007,1,1.0,0,M5V,43.6364097,-79.40200340000001,1800.0
1008,2,2.0,0,M5E,43.644408399999996,-79.37656170000001,3000.0
1009,2,2.0,0,M5J,43.6410868,-79.3814048,3150.0
1010,1,1.0,0,M5V,43.641869899999996,-79.38984570000001,1350.0
1011,2,2.0,0,M5E,43.641620700000004,-79.3717276,3250.0
1012,2,2.0,0,L7S,43.3227584,-79.8071317,2000.0
1013,1,1.0,0,M5H,43.6505597,-79.38207220000001,1950.0
1014,1,2.0,1,L6G,43.8497521,-79.32466629999999,1800.0
1015,1,1.0,0,M4X,43.6658208,-79.36988079999999,2100.0
1016,1,1.0,0,N6B,42.985767100000004,-81.243808,1235.0
1017,2,2.0,0,M5G,43.6601367,-79.3858692,2950.0
1018,1,1.0,0,M5T,43.6554292,-79.4040073,1050.0
1019,1,1.0,0,M6k,43.6371775,-79.4269604,1300.0
1020,1,1.0,0,M4j,43.680128499999995,-79.3401308,1275.0
1021,1,1.0,0,M5c,43.6521692,-79.3723385,1000.0
1022,1,1.0,0,M5C,43.6535202,-79.37377020000001,2100.0
1024,1,1.0,0,M1T,43.780021000000005,-79.2948144,1200.0
1025,1,1.0,0,M4Y,43.6655881,-79.383028,2200.0
1026,1,1.0,0,M4Y,43.6655881,-79.383028,1850.0
1027,1,1.0,0,M5G,43.653885700000004,-79.3880868,2100.0
1028,2,1.5,0,M5E,43.6460983,-79.37605490000001,2600.0
1029,1,1.0,0,M5V,43.6462197,-79.3981256,2175.0
1030,2,2.0,0,m9w,43.718168799999994,-79.56192440000001,1800.0
1031,2,2.0,0,M5V,43.6490235,-79.3884001,4500.0
1032,1,1.0,0,M5V,43.6494054,-79.3927116,2000.0
1033,1,1.0,0,M5V,43.653226000000004,-79.3831843,2175.0
1034,1,1.0,0,M5V,43.6409222,-79.39398299999999,1900.0
1035,1,1.5,1,M5V,43.6375098,-79.39777740000001,2400.0
1036,1,1.0,1,M5V,43.647627299999996,-79.39040809999999,2600.0
1037,1,1.0,0,M5V,43.64187379999999,-79.4103246,2100.0
1038,1,1.0,0,m5v,43.6384911,-79.39098919999999,2100.0
1039,1,1.0,0,M5V,43.6489727,-79.3872946,2200.0
1040,1,1.0,0,M4Y,43.663572200000004,-79.3819958,1725.0
1042,1,1.0,0,M4Y,43.6701358,-79.37871080000001,1200.0
1043,3,3.0,0,M5V,43.6425685,-79.39345959999999,4900.0
1044,1,1.0,0,M5V,43.6468075,-79.40279790000001,2150.0
1045,1,1.0,0,M5A,43.658981,-79.36291899999999,2600.0
1046,2,1.0,0,M4C,43.6923489,-79.3196212,2000.0
1047,1,2.0,1,M8V,43.627447100000005,-79.4783741,2400.0
1048,1,1.0,0,M5B,43.6544596,-79.37581379999999,1700.0
1049,2,1.0,0,M5S,43.6582784,-79.40843659999999,600.0
1050,2,1.0,0,M5V,43.6289467,-79.3944199,3200.0
1051,1,1.0,0,401,43.6535096,-79.39462009999998,1400.0
1052,1,1.0,0,M5A,43.6527574,-79.3665108,2300.0
1053,1,1.0,0,M4X,43.672033299999995,-79.370728,2800.0
1054,2,1.0,0,M9B,43.63560220000001,-79.5412007,2400.0
1055,1,1.0,0,M5J,43.6418064,-79.3789807,2300.0
1056,1,1.0,0,M5J,43.6418064,-79.3789807,1800.0
1057,2,1.0,0,M5T,43.652519500000004,-79.3890778,3700.0
1058,1,1.0,1,M5V,43.6402671,-79.3910061,2500.0
1059,1,1.0,0,M5G,43.6575994,-79.38364,2300.0
1060,2,2.0,0,L8N,43.2464154,-79.85413840000001,1950.0
1061,1,1.0,0,M5X,43.6486599,-79.38157640000001,900.0
1062,1,1.0,0,M5B,43.660846,-79.3787556,1800.0
1063,3,2.0,0,M5B,43.6616535,-79.37755820000001,3999.0
1064,3,1.0,0,M3J,43.766969,-79.4967538,2500.0
1065,1,1.0,0,M5T,43.6554292,-79.4040073,1050.0
1066,1,1.0,0,M5A,43.6527574,-79.3665108,2000.0
1067,1,1.0,0,M5V,43.645594700000004,-79.38606300000001,2000.0
1068,1,1.0,0,M5V,43.6464336,-79.39780640000001,2500.0
1069,2,2.0,0,M5B,43.6611027,-79.3821061,2800.0
1070,1,1.0,1,M5V,43.640863700000004,-79.39573929999999,2350.0
1071,1,1.0,0,L6Z,43.7414078,-79.81601690000001,900.0
1072,1,1.0,0,M5G,43.6539487,-79.3885701,2100.0
1073,1,1.0,0,M5C,43.650324100000006,-79.3779693,1400.0
1074,1,1.0,0,M5V,43.6384219,-79.39759559999999,2000.0
1075,1,1.0,0,M5H,43.650091700000004,-79.3873738,3200.0
1076,1,1.0,0,M5J,43.6465162,-79.3800596,1000.0
1077,2,2.0,0,M5V,43.6476244,-79.3968608,2850.0
1078,1,1.0,0,M4B,43.700427399999995,-79.2961132,1000.0
1079,1,1.0,0,M5V,43.645641,-79.39295340000001,2400.0
1080,2,2.0,0,M8Y,43.6240747,-79.4849171,2350.0
1081,2,1.0,0,L3T,43.837827399999995,-79.38790429999999,2300.0
1082,1,1.0,0,M5J,43.6428849,-79.3806168,2300.0
1083,1,1.0,0,L6A,43.8786049,-79.48796490000001,2400.0
1084,1,1.5,1,M5B,43.66053970000001,-79.37866170000001,2300.0
1085,2,2.0,0,L3R,43.85631,-79.3286298,2400.0
1086,1,1.0,1,M5C,43.649066499999996,-79.37693,2500.0
1087,2,1.0,0,M5R,43.6757718,-79.41148309999998,1500.0
1088,1,1.0,1,M9B,43.6358692,-79.54015179999999,1800.0
1089,1,1.0,0,M5H,43.6505597,-79.38207220000001,2200.0
1090,2,2.0,0,m1m,43.653226000000004,-79.3831843,1750.0
1091,1,1.0,1,M5A,43.654788200000006,-79.3597037,1000.0
1092,1,1.5,1,M5V,43.6381439,-79.39751,2400.0
1093,1,1.0,0,M5A,43.644775700000004,-79.3665735,4000.0
1094,1,1.0,0,m5b,43.661091,-79.38250009999999,1600.0
1095,1,1.0,0,M5J,43.6406456,-79.380939,4000.0
1097,1,1.0,1,L1W,43.8275826,-79.0913806,1700.0
1098,1,1.0,0,301,43.670726,-79.3107743,950.0
1099,1,1.0,0,M5A,43.654228100000005,-79.36701540000001,700.0
1100,1,1.0,0,M5E,43.641620700000004,-79.3717276,2700.0
1101,1,1.0,0,M5G,43.6547234,-79.3814004,700.0
1102,1,2.0,1,L6G,43.8518852,-79.336294,1900.0
1103,2,2.0,0,M9B,43.6372559,-79.5382147,2500.0
1104,1,1.0,0,M5B,43.654706899999994,-79.379245,1650.0
1105,1,1.0,0,M5S,43.6655297,-79.39547540000001,1000.0
1106,1,1.0,0,M5V,43.6465801,-79.3998612,1199.0
1107,1,1.0,0,M4Y,43.6691213,-79.3847434,1500.0
1108,2,1.5,0,M5J,43.6418726,-79.3819064,3200.0
1109,2,2.0,0,M5V,43.6375235,-79.40087700000001,3100.0
1110,1,1.0,0,M3C,43.723587,-79.32487859999999,300.0
1111,2,1.0,0,M5R,43.6805461,-79.4175732,2100.0
1112,1,1.0,0,M5G,43.6599624,-79.3850953,1600.0
1113,1,1.0,0,M5j,43.642088799999996,-79.3816864,1950.0
1114,1,1.0,0,L5B,43.5872775,-79.63915759999999,1950.0
1115,2,2.0,0,M5A,43.6594213,-79.36102509999999,2600.0
1116,1,1.0,0,M5G,43.658974,-79.3840397,2000.0
1117,2,2.0,0,M5V,43.6476244,-79.3968608,3000.0
1118,3,2.0,0,L7S,43.322843400000004,-79.8077184,2400.0
1119,3,1.0,0,L7S,43.32523320000001,-79.8021823,3000.0
1120,1,1.0,0,L6M,43.4454259,-79.7368328,1200.0
1121,1,1.0,0,M4C,43.6833856,-79.3094088,1800.0
1122,2,1.0,0,M5B,43.653636,-79.38087259999999,2200.0
1123,1,1.0,0,M4X,43.6699315,-79.3754627,2150.0
